smiles,papp,log10_papp,split
COc1ccc2c(c1)C=C(c1cccnc1)C2,12.5,1.0969100130080565,train
COc1ccc2c(c1)CCC(c1cccnc1)=C2,13.5,1.130333768495006,train
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,93.3,1.9698816437464999,test
COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br.CS(=O)(=O)O.O,19.6,1.2922560713564761,train
COc1ccc2cc(CC/C(C)=N/OCCOC(=O)C[C@H](NC(=S)[C@H](C)N)C(=O)O)ccc2c1,9.7,0.9867717342662449,train
COc1ccc2cc(CC/C(C)=N/OCCOCCOCCOC(=O)C[C@H](NC(=S)[C@H](C)N)C(=O)O)ccc2c1,7.8,0.8920946026904804,train
COc1ccc2ccc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1,1.1,0.04139268515822508,test
COc1ccc2oc(C(=O)NC3(C(=O)N[C@@H](CCCN4CCN(CC5CCOCC5)CC4)Cc4ccccc4)CCCC3)cc2c1,8.6,0.9344984512435677,train
COc1ccc2onc(N3CCN(CCCCNC(=O)c4cc(-c5ccco5)[nH]n4)CC3)c2c1,7.39,0.8686444383948257,test
COc1ccc2onc(N3CCN(CCCCNC(=O)c4ccc(-n5ccnc5)cc4)CC3)c2c1,6.56,0.8169038393756602,train
COc1ccc2onc(N3CCN(CCCCNC(=O)c4ccc(N5CCOCC5)cc4)CC3)c2c1,36.3,1.5599066250361124,test
COc1cccc(-c2c(C(=O)N3CCCCC3CO)cc3ccccn23)c1,58.0,1.7634279935629373,test
COc1cccc(-c2cccc(C3(C)CCSC(N)=N3)c2)c1,72.0,1.8573324964312685,test
COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1,20.0,1.3010299956639813,test
COc1cccc(-c2cccc(C3(C)CSCC(N)=N3)c2)c1,7.3,0.8633228601204559,test
COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=N3)c2)c1,34.0,1.5314789170422551,test
COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1,13.0,1.1139433523068367,train
COc1cccc(-c2cccc(C3(C)N=C(N)CCS3)c2)c1,5.2,0.7160033436347992,test
COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1,16.0,1.2041199826559248,test
COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1,15.0,1.1760912590556813,test
COc1cccc(-c2cccc(C3(C4CCN(C(C)=O)CC4)N=C(C)C(N)=N3)c2)c1,3.0,0.47712125471966244,test
COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=N3)c2)c1,22.0,1.3424226808222062,test
COc1cccc(-c2cccc(C3(c4ccncc4)N=C(C)C(N)=N3)c2)c1,40.0,1.6020599913279623,test
COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)CS3)c2)c1,18.0,1.255272505103306,test
COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1F,7.0,0.8450980400142568,train
COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N4CCCN=C43)c2)c1F,1.0,0.0,train
COc1cccc(-c2cccc(NC(=O)CCc3cccc4c3B(O)OC4)c2)c1,19.5,1.290034611362518,train
COc1cccc(-c2cccc([C@]3(c4ccncc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1F,6.7,0.8260748027008264,train
COc1cccc(/C=C/C(=O)NC2(C(=O)N[C@H](Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)c1,1.4,0.146128035678238,train
COc1cccc(/C=C2\CNC/C(=C\c3cccc(OC)c3OC)C2=O)c1OC,23.4,1.3692158574101427,train
COc1cccc(C(=O)Nc2ccc(NC(=O)c3ccco3)cc2)c1,11.0,1.0413926851582251,test
COc1cccc(CN2CCCn3c(c4c(=O)n(-c5ccccc5Cl)[nH]c4cc3=O)C2)c1.Cl,22.3,1.3483048630481607,train
COc1cccc(N2CCN(C(=O)/C=C/c3noc(-c4cc(Cl)c(O)cc4O)c3-c3ccc(O)cc3)CC2)c1,6.54,0.8155777483242672,train
COc1cccc(S(=O)(=O)NC(=O)c2cc(-c3ccc(C#CCO)s3)c(OC)cc2OC)c1,3.91,0.5921767573958668,train
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.21,-0.6777807052660807,train
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.7,-0.1549019599857432,train
COc1cccc2c1c(C(=O)/C=C(\O)C(=O)O)cn2Cc1ccc(F)cc1,5.5,0.7403626894942439,train
COc1ccccc1-n1[nH]c2cc(=O)n3c(c2c1=O)CN(Cc1ccccn1)CCC3.Cl,1.4,0.146128035678238,train
COc1ccccc1-n1c(-c2cc(O)ccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,3.13,0.49554433754644844,train
COc1ccccc1-n1c(-c2ccccc2)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,32.3,1.5092025223311027,train
COc1ccccc1/C=C1\CNC/C(=C\c2ccccc2OC)C1=O,32.5,1.5118833609788744,train
COc1ccccc1C(=O)/C=C/c1ccccc1C(F)(F)F,17.4,1.2405492482825997,train
COc1ccccc1C(=O)/C=C/c1ncccc1C(F)(F)F,17.3,1.2380461031287955,test
COc1ccccc1CC(c1ccccc1)N1CCNCC1,29.0,1.462397997898956,train
COc1ccccc1N1CCN(C(=O)/C=C/c2noc(-c3cc(Cl)c(O)cc3O)c2-c2ccc(O)cc2)CC1,11.2,1.0492180226701815,train
COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,38.0,1.5797835966168101,test
COc1ccccc1NC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N,1.3,0.11394335230683679,test
COc1ccccc1Oc1cccc(CN2CCC(NC(=O)C3(c4ccccc4)CCNCC3)CC2)c1,9.0,0.9542425094393249,train
COc1ccccc1[C@H](N)CNc1cc(C)nc2nc(N[C@H](CC#N)c3cccc(Cl)c3)nn12,0.7,-0.1549019599857432,train
COc1ccn(-c2nc(C)c(C(=O)NCc3ccccc3)s2)c(=O)c1,15.0,1.1760912590556813,train
COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,7.62,0.8819549713396005,test
COc1cnc2ccc(=O)n(CCN3CCC(NC(=O)c4cnc(C)c(C#N)c4)CC3)c2c1,4.2,0.6232492903979004,train
COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)CC3)c2c1,10.5,1.021189299069938,train
COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(OC)c(C#N)c4)CC3)c2c1,13.0,1.1139433523068367,train
COc1cnc2ccc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1,4.1,0.6127838567197355,train
COc1cnc2ccc(=O)n(CCN3CC[C@@H](NCc4cnc(C)c(C#N)c4)[C@@H](F)C3)c2c1,13.6,1.1335389083702174,train
COc1cnc2ccc(=O)n(CCN3CC[C@@H](NCc4cnc(C)c(C#N)c4)[C@@H](OC)C3)c2c1,11.7,1.0681858617461617,train
COc1cnc2ccc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](F)C3)c2c1,3.4,0.5314789170422551,train
COc1cncc(-c2cccc(C3(c4ccc(OC(F)F)cc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1,2.4,0.38021124171160603,train
COc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N,8.65,0.9370161074648142,train
COc1ncc(-c2cc(NC(=O)c3cccc(C(F)(F)F)c3)cnc2C)cc1N1CCOCC1,16.0,1.2041199826559248,train
COc1ncc(-c2cc(OC(C)C)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,32.0,1.505149978319906,train
COc1ncc(-c2cc(OC(F)F)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,34.0,1.5314789170422551,train
COc1ncc(-c2cc(OC)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,35.0,1.5440680443502757,train
COc1ncc(-c2cc(OC3CCC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,44.0,1.6434526764861874,train
COc1ncc(-c2cc(OC3CCCC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,28.0,1.4471580313422192,train
COc1ncc(-c2cc(OC3CCCCC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,16.0,1.2041199826559248,train
COc1ncc(-c2cc(OC3CCN(C)CC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,4.5,0.6532125137753437,train
COc1ncc(-c2cc(OC3CCOC(C)(C)C3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,31.0,1.4913616938342726,train
COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,24.0,1.380211241711606,train
COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,42.0,1.6232492903979006,train
COc1ncc(-c2cc(OCC3(C)COC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,46.0,1.662757831681574,train
COc1ncc(-c2cc(OCC3CC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,30.0,1.4771212547196624,train
COc1ncc(-c2cc(OCC3CCN(C)CC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,8.8,0.9444826721501687,train
COc1ncc(-c2cc(OCC3CCOC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,34.0,1.5314789170422551,train
COc1ncc(-c2cc(OCC3CCOCC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,31.0,1.4913616938342726,train
COc1ncc(-c2cc(OCCN(C)C)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,10.0,1.0,train
COc1ncc(-c2cc(OCCN3CCCC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,7.5,0.8750612633917001,train
COc1ncc(-c2cc(OCCN3CCOCC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,13.0,1.1139433523068367,train
COc1ncc(-c2cc(O[C@@H]3CCOC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,38.0,1.5797835966168101,train
COc1ncc(-c2cc3c(-c4ccncc4)ncnc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,5.6,0.7481880270062004,train
COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(C#N)cc1,1.04,0.01703333929878037,train
COc1ncc(NC(=O)C(=O)c2cn(C(C)C)c3ccccc23)cn1,39.8,1.5998830720736879,test
COc1nn(-c2ccccn2)c2cc(-c3ccc([C@H]4C[C@@H]4C(=O)O)cc3)cc(F)c12,29.0,1.462397997898956,train
COc1nn(-c2ccccn2)c2cc(-c3ccc([C@H]4C[C@@H]4C(=O)O)cc3)ccc12,31.0,1.4913616938342726,train
COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,7.51,0.8756399370041684,test
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,21.0,1.3222192947339193,train
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCNCC1,0.2,-0.6989700043360187,train
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCOCC1,28.0,1.4471580313422192,train
CS(=O)(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,10.0,1.0,train
CS(=O)(=O)Cn1cnc2c(N3CCOCC3)nc(-c3cccc4[nH]ccc34)cc21,14.0,1.146128035678238,train
CS(=O)(=O)N(CCN1CCOCC1)c1ccc(Nc2ncc3cnn(C4CCCCCC4)c3n2)cc1,26.5,1.423245873936808,train
CS(=O)(=O)N1CC(c2noc([C@@H]3CCCN3C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)n2)C1,0.15,-0.8239087409443188,test
CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2-c2ccc(C3(C#N)CC3)cc2)CC1,5.76,0.7604224834232121,test
CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2N2CCC(C#N)(c3ccccc3)CC2)CC1,11.4,1.0569048513364727,test
CS(=O)(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4[nH]cc(C5CCOCC5)c34)CC2)CC1,5.0,0.6989700043360189,train
CS(=O)(=O)N1CCc2cc(S(=O)(=O)c3ccc4c(c3)OCCO4)ccc21,40.25,1.6047658847038873,train
CS(=O)(=O)N1Cc2ccc(S(=O)(=O)c3ccc4c(c3)OCCO4)cc2C1,31.4,1.4969296480732148,train
CS(=O)(=O)NC(=O)C1CN(CCCC(=O)O)c2cccc(NC(=O)c3ccc(OCCCCc4ccccc4)cc3)c2O1,0.06,-1.2218487496163564,train
CS(=O)(=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,6.0,0.7781512503836436,train
CS(=O)(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,0.2,-0.6989700043360187,train
CS(=O)(=O)NC[C@H]1CC[C@H](Nc2nc3c(s2)CCSc2ccccc2-3)CC1,36.7,1.5646660642520893,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,4.6,0.6627578316815741,train
CS(=O)(=O)Nc1ccc(Nc2ncc3cnn(C4CCCCCC4)c3n2)cn1,20.1,1.3031960574204888,train
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccc(I)cc1,24.150000000000002,1.382917135087531,train
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1cccc(I)c1,29.200000000000003,1.4653828514484184,train
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1I,31.949999999999996,1.504470862494419,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3C4CCC(C4)C3N(Cc3ccc(F)cc3)C1=O)N2,2.75,0.43933269383026263,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCCC3N(Cc3ccc(F)cc3)C1=O)N2,0.95,-0.022276394711152253,test
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCN3N(Cc3ccc(F)cc3)C1=O)N2,0.1,-1.0,test
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCN3N(Cc3ccc(F)cc3)C1=O)N2,0.2,-0.6989700043360187,test
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3CCCC[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2,1.0,0.0,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@@H]([C@H]4CC[C@@H]3O4)N(Cc3ccc(F)cc3)C1=O)N2,0.08,-1.0969100130080565,test
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3ccc(F)c(F)c3)C1=O)N2,1.05,0.021189299069938092,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2,1.3,0.11394335230683679,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3CCCC[C@H]3N(Cc3ccc(F)cc3)C1=O)N2,0.67,-0.17392519729917355,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3CCC[C@H]3N(Cc3ccc(F)c(F)c3)C1=O)N2,0.83,-0.08092190762392612,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3CCC[C@H]3N(Cc3ccc(F)cc3)C1=O)N2,1.6,0.2041199826559248,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3[C@@H]4CC[C@@H](C4)[C@H]3N(Cc3ccc(F)cc3)C1=O)N2,9.0,0.9542425094393249,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3[C@H]4CC[C@H](C4)[C@H]3N(Cc3ccc(F)cc3)C1=O)N2,2.0,0.3010299956639812,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(N3CCCC3)nn(CCC3CC3)c1=O)N2,0.22,-0.6575773191777937,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c3cccn3n(Cc3ccc(F)cc3)c1=O)N2,0.1,-1.0,train
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(C1=C(O)[C@@H]3CCC[C@@H]3N(Cc3ccc(F)cc3)C1=O)=N2,1.6,0.2041199826559248,test
CS(=O)(=O)Nc1cccc(-c2c(O)ccc3cc(-c4cccc(O)c4)ccc23)c1,19.0,1.2787536009528289,train
CS(=O)(=O)O.Cc1oc(=O)oc1COC(=O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1,16.1,1.2068258760318498,test
CS(=O)(=O)O.O=C(O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1,0.8,-0.09691001300805639,train
CS(=O)(=O)c1cc(-c2ccccc2)cc(S(=O)(=O)c2ccc(CN)s2)c1,8.5,0.9294189257142927,train
CS(=O)(=O)c1cc(-c2ccccc2)cc(S(=O)(=O)c2cnc(CN)s2)c1,23.0,1.3617278360175928,train
CS(=O)(=O)c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1,0.36,-0.44369749923271273,train
CS(=O)(=O)c1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1,0.9,-0.045757490560675115,train
CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc([C@H](O)CO)cn2)cc1Cl,3.36,0.526339277389844,test
CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,1.6,0.2041199826559248,test
CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1,4.86,0.6866362692622934,train
CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)cc1,3.38,0.5289167002776547,train
CSCC[C@H](NC(=O)C1SC(C)(C)SC1C(=O)O)C(=O)O,15.7,1.1958996524092338,train
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,1.41,0.14921911265537988,train
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,2.04,0.3096301674258988,train
CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncccn4)cc3)CC2)C1,60.0,1.7781512503836436,test
CSc1ccc(-c2cnc(N3CCC(C(N)=O)CC3)s2)cc1,0.9,-0.045757490560675115,train
CSc1ccc(/C=C/C(=O)NC2(C(=O)N[C@H](Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)cc1,4.7,0.6720978579357175,train
CSc1ccc(C(=O)NC2(C(=O)N[C@H](Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)cc1,0.9,-0.045757490560675115,train
CSc1ccc(C(SCC(=O)NO)P(=O)(O)O)cc1,0.15,-0.8239087409443188,train
CSc1nc2cc(Cl)ccc2n1C,7.59,0.8802417758954804,train
CSc1nc2ccc(Cl)cc2n1C,7.77,0.8904210188009143,train
CSc1nc2ccccc2n1C,7.12,0.8524799936368563,train
CSc1nn(-c2ccccc2)c2cc(NC(=O)C3CCNCC3)ccc12,1.65,0.21748394421390627,test
CSc1nncc(-c2cnnc(SCCN(C)C)n2)n1,49.0,1.6901960800285136,train
C[C@@H](CO)Nc1cc2c(cc1S(=O)(=O)Nc1ccc(F)c(Cl)c1)CCC(=O)N2,1.61,0.20682587603184974,train
C[C@@H](NC(=O)c1cc(Cl)cnc1Oc1ccc(F)cc1)c1ccc(C(=O)O)cc1,25.3,1.403120521175818,train
C[C@@H](NC(=O)c1cc(NC(=O)CCC(O)(CCc2ccccc2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,1.0,0.0,test
C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,50.0,1.6989700043360187,train
C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCN(C)CC2)cn2c(=O)cc(N3CCOCC3)nc12,9.0,0.9542425094393249,test
C[C@@H](O)[C@@H]1NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,0.2,-0.6989700043360187,train
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,0.93,-0.03151705144606486,train
C[C@@H](c1cc2cccnc2cc1F)n1cnc2ncc(-c3ccc(C(N)=O)c(F)c3)nc21,43.7,1.640481436970422,train
C[C@@H](c1cc2cccnc2cc1F)n1cnc2ncc(-c3cnn(C)c3)nc21,46.6,1.6683859166900001,train
C[C@@H](c1ccccc1)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(N)=O,1.2,0.07918124604762482,train
C[C@@H]1C=C2C(=O)O[C@@H]3CC[C@H](C1)[C@]23O,65.9,1.8188854145940099,test
C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,13.5,1.130333768495006,train
C[C@@H]1CCCN1CCCOc1ccc(-c2cnn(-c3ccccn3)c(=O)c2)cc1,13.7,1.1367205671564067,train
C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)C(C)(C)C2)cc1,14.0,1.146128035678238,train
C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)CC2)cc1,11.4,1.0569048513364727,train
C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)[C@@H]3C[C@H]23)cc1,17.5,1.2430380486862944,train
C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)[C@H]3C[C@@H]23)cc1,15.7,1.1958996524092338,train
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,10.0,1.0,train
C[C@@H]1CN(C(=O)c2ccnc(Nc3nc4ccc(-c5ccc(F)c(C(F)(F)F)c5)nc4[nH]3)c2)C[C@H](C)N1,0.65,-0.18708664335714442,test
C[C@@H]1CN(C(=O)c2ccnc(Nc3nc4cnc(-c5ccc(F)c(C(F)(F)F)c5)cc4[nH]3)c2)C[C@H](C)N1C,1.7,0.2304489213782739,train
C[C@@H]1CN(C(=O)c2ccnc(Nc3nc4cnc(-c5ccc(F)c(C(F)(F)F)c5)cc4[nH]3)c2)C[C@H](C)N1CC1CC1,0.14,-0.8538719643217619,test
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN(C)c4cc(F)cc(F)c4)c3o2)CCO1,55.0,1.7403626894942439,train
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5c(F)cc(F)cc54)c3o2)CCO1,25.0,1.3979400086720377,train
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5c(F)cccc54)c3o2)CCO1,28.0,1.4471580313422192,train
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5c(F)cc(F)cc54)c3o2)CCO1,5.7,0.7558748556724915,train
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5c(F)cccc54)c3o2)CCO1,7.8,0.8920946026904804,train
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5ccc(F)cc54)c3o2)CCO1,11.0,1.0413926851582251,train
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1,10.0,1.0,train
C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,23.0,1.3617278360175928,train
C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,8.0,0.9030899869919435,train
C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,9.4,0.9731278535996987,train
C[C@@H]1COCCN1c1nc(-c2c(F)ncc3[nH]ccc23)cc2c1ncn2C,38.0,1.5797835966168101,train
C[C@@H]1COCCN1c1nc(-c2cncc3[nH]ccc23)cc2c1ncn2C,6.0,0.7781512503836436,train
C[C@@H]1COCCN1c1nc(-c2cncc3[nH]ccc23)cc2c1ncn2[C@@H](C)S(C)(=O)=O,2.0,0.3010299956639812,train
C[C@@H]1COCCN1c1nc(-c2nncc3[nH]ccc23)cc2c1ncn2C,3.6,0.5563025007672873,train
C[C@@H]1C[C@H](c2cc(=O)[nH]o2)CCN1,0.6,-0.2218487496163564,train
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,11.2,1.0492180226701815,test
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,6.9,0.8388490907372553,train
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(F)F,5.8,0.7634279935629372,train
